make,model,series,available_in_IT,display_name,slug
BMW,218 Gran Tourer,2 Series,True,BMW 2 Series 218 Gran Tourer,bmw-2-series-218-gran-tourer
BMW,220,2 Series,True,BMW 2 Series 220,bmw-2-series-220
BMW,220 Active Tourer,2 Series,True,BMW 2 Series 220 Active Tourer,bmw-2-series-220-active-tourer
BMW,220 Gran Tourer,2 Series,True,BMW 2 Series 220 Gran Tourer,bmw-2-series-220-gran-tourer
BMW,225,2 Series,True,BMW 2 Series 225,bmw-2-series-225
BMW,225 Active Tourer,2 Series,True,BMW 2 Series 225 Active Tourer,bmw-2-series-225-active-tourer
BMW,228,2 Series,True,BMW 2 Series 228,bmw-2-series-228
BMW,230,2 Series,True,BMW 2 Series 230,bmw-2-series-230
BMW,315,3 Series,True,BMW 3 Series 315,bmw-3-series-315
BMW,316,3 Series,True,BMW 3 Series 316,bmw-3-series-316
BMW,318,3 Series,True,BMW 3 Series 318,bmw-3-series-318
BMW,318 Gran Turismo,3 Series,True,BMW 3 Series 318 Gran Turismo,bmw-3-series-318-gran-turismo
BMW,320,3 Series,True,BMW 3 Series 320,bmw-3-series-320
BMW,320 Gran Turismo,3 Series,True,BMW 3 Series 320 Gran Turismo,bmw-3-series-320-gran-turismo
BMW,323,3 Series,True,BMW 3 Series 323,bmw-3-series-323
BMW,324,3 Series,True,BMW 3 Series 324,bmw-3-series-324
BMW,325,3 Series,True,BMW 3 Series 325,bmw-3-series-325
BMW,325 Gran Turismo,3 Series,True,BMW 3 Series 325 Gran Turismo,bmw-3-series-325-gran-turismo
BMW,328,3 Series,True,BMW 3 Series 328,bmw-3-series-328
BMW,328 Gran Turismo,3 Series,True,BMW 3 Series 328 Gran Turismo,bmw-3-series-328-gran-turismo
BMW,330,3 Series,True,BMW 3 Series 330,bmw-3-series-330
BMW,330 Gran Turismo,3 Series,True,BMW 3 Series 330 Gran Turismo,bmw-3-series-330-gran-turismo
BMW,335,3 Series,True,BMW 3 Series 335,bmw-3-series-335
BMW,335 Gran Turismo,3 Series,True,BMW 3 Series 335 Gran Turismo,bmw-3-series-335-gran-turismo
BMW,340,3 Series,True,BMW 3 Series 340,bmw-3-series-340
BMW,340 Gran Turismo,3 Series,True,BMW 3 Series 340 Gran Turismo,bmw-3-series-340-gran-turismo
BMW,ActiveHybrid 3,3 Series,True,BMW 3 Series ActiveHybrid 3,bmw-3-series-activehybrid-3
BMW,418,4 Series,True,BMW 4 Series 418,bmw-4-series-418
BMW,418 Gran Coupé,4 Series,True,BMW 4 Series 418 Gran Coupé,bmw-4-series-418-gran-coupé
BMW,420,4 Series,True,BMW 4 Series 420,bmw-4-series-420
BMW,420 Gran Coupé,4 Series,True,BMW 4 Series 420 Gran Coupé,bmw-4-series-420-gran-coupé
BMW,425,4 Series,True,BMW 4 Series 425,bmw-4-series-425
BMW,425 Gran Coupé,4 Series,True,BMW 4 Series 425 Gran Coupé,bmw-4-series-425-gran-coupé
BMW,428,4 Series,True,BMW 4 Series 428,bmw-4-series-428
BMW,428 Gran Coupé,4 Series,True,BMW 4 Series 428 Gran Coupé,bmw-4-series-428-gran-coupé
BMW,430,4 Series,True,BMW 4 Series 430,bmw-4-series-430
BMW,430 Gran Coupé,4 Series,True,BMW 4 Series 430 Gran Coupé,bmw-4-series-430-gran-coupé
BMW,435,4 Series,True,BMW 4 Series 435,bmw-4-series-435
BMW,435 Gran Coupé,4 Series,True,BMW 4 Series 435 Gran Coupé,bmw-4-series-435-gran-coupé
BMW,440,4 Series,True,BMW 4 Series 440,bmw-4-series-440
BMW,440 Gran Coupé,4 Series,True,BMW 4 Series 440 Gran Coupé,bmw-4-series-440-gran-coupé
BMW,518,5 Series,True,BMW 5 Series 518,bmw-5-series-518
BMW,520,5 Series,True,BMW 5 Series 520,bmw-5-series-520
BMW,520 Gran Turismo,5 Series,True,BMW 5 Series 520 Gran Turismo,bmw-5-series-520-gran-turismo
BMW,523,5 Series,True,BMW 5 Series 523,bmw-5-series-523
BMW,524,5 Series,True,BMW 5 Series 524,bmw-5-series-524
BMW,525,5 Series,True,BMW 5 Series 525,bmw-5-series-525
BMW,528,5 Series,True,BMW 5 Series 528,bmw-5-series-528
BMW,530,5 Series,True,BMW 5 Series 530,bmw-5-series-530
BMW,530 Gran Turismo,5 Series,True,BMW 5 Series 530 Gran Turismo,bmw-5-series-530-gran-turismo
BMW,535,5 Series,True,BMW 5 Series 535,bmw-5-series-535
BMW,535 Gran Turismo,5 Series,True,BMW 5 Series 535 Gran Turismo,bmw-5-series-535-gran-turismo
BMW,540,5 Series,True,BMW 5 Series 540,bmw-5-series-540
BMW,545,5 Series,True,BMW 5 Series 545,bmw-5-series-545
BMW,550,5 Series,True,BMW 5 Series 550,bmw-5-series-550
BMW,550 Gran Turismo,5 Series,True,BMW 5 Series 550 Gran Turismo,bmw-5-series-550-gran-turismo
BMW,ActiveHybrid 5,5 Series,True,BMW 5 Series ActiveHybrid 5,bmw-5-series-activehybrid-5
BMW,620 Gran Turismo,6 Series,True,BMW 6 Series 620 Gran Turismo,bmw-6-series-620-gran-turismo
BMW,628,6 Series,True,BMW 6 Series 628,bmw-6-series-628
BMW,630,6 Series,True,BMW 6 Series 630,bmw-6-series-630
BMW,630 Gran Turismo,6 Series,True,BMW 6 Series 630 Gran Turismo,bmw-6-series-630-gran-turismo
BMW,633,6 Series,True,BMW 6 Series 633,bmw-6-series-633
BMW,635,6 Series,True,BMW 6 Series 635,bmw-6-series-635
BMW,640,6 Series,True,BMW 6 Series 640,bmw-6-series-640
BMW,640 Gran Coupé,6 Series,True,BMW 6 Series 640 Gran Coupé,bmw-6-series-640-gran-coupé
BMW,640 Gran Turismo,6 Series,True,BMW 6 Series 640 Gran Turismo,bmw-6-series-640-gran-turismo
BMW,645,6 Series,True,BMW 6 Series 645,bmw-6-series-645
BMW,650,6 Series,True,BMW 6 Series 650,bmw-6-series-650
BMW,650 Gran Coupé,6 Series,True,BMW 6 Series 650 Gran Coupé,bmw-6-series-650-gran-coupé
BMW,725,7 Series,True,BMW 7 Series 725,bmw-7-series-725
BMW,728,7 Series,True,BMW 7 Series 728,bmw-7-series-728
BMW,730,7 Series,True,BMW 7 Series 730,bmw-7-series-730
BMW,732,7 Series,True,BMW 7 Series 732,bmw-7-series-732
BMW,735,7 Series,True,BMW 7 Series 735,bmw-7-series-735
BMW,740,7 Series,True,BMW 7 Series 740,bmw-7-series-740
BMW,745,7 Series,True,BMW 7 Series 745,bmw-7-series-745
BMW,750,7 Series,True,BMW 7 Series 750,bmw-7-series-750
BMW,760,7 Series,True,BMW 7 Series 760,bmw-7-series-760
BMW,ActiveHybrid 7,7 Series,True,BMW 7 Series ActiveHybrid 7,bmw-7-series-activehybrid-7
BMW,840,,True,BMW 840,bmw-840
BMW,M135,M Models,True,BMW M Models M135,bmw-m-models-m135
BMW,M140i,M Models,True,BMW M Models M140i,bmw-m-models-m140i
BMW,M2,M Models,True,BMW M Models M2,bmw-m-models-m2
BMW,M235,M Models,True,BMW M Models M235,bmw-m-models-m235
BMW,M240i,M Models,True,BMW M Models M240i,bmw-m-models-m240i
BMW,M3,M Models,True,BMW M Models M3,bmw-m-models-m3
BMW,M340i,M Models,True,BMW M Models M340i,bmw-m-models-m340i
BMW,M4,M Models,True,BMW M Models M4,bmw-m-models-m4
BMW,M5,M Models,True,BMW M Models M5,bmw-m-models-m5
BMW,M550,M Models,True,BMW M Models M550,bmw-m-models-m550
BMW,M6,M Models,True,BMW M Models M6,bmw-m-models-m6
BMW,M760,M Models,True,BMW M Models M760,bmw-m-models-m760
BMW,M850,M Models,True,BMW M Models M850,bmw-m-models-m850
BMW,ActiveHybrid X6,X Series,True,BMW X Series ActiveHybrid X6,bmw-x-series-activehybrid-x6
BMW,X1,X Series,True,BMW X Series X1,bmw-x-series-x1
BMW,X2,X Series,True,BMW X Series X2,bmw-x-series-x2
BMW,X3,X Series,True,BMW X Series X3,bmw-x-series-x3
BMW,X3 M,X Series,True,BMW X Series X3 M,bmw-x-series-x3-m
BMW,X3 M40,X Series,True,BMW X Series X3 M40,bmw-x-series-x3-m40
BMW,X4,X Series,True,BMW X Series X4,bmw-x-series-x4
BMW,X4 M,X Series,True,BMW X Series X4 M,bmw-x-series-x4-m
BMW,X4 M40,X Series,True,BMW X Series X4 M40,bmw-x-series-x4-m40
BMW,X5,X Series,True,BMW X Series X5,bmw-x-series-x5
BMW,X5 M,X Series,True,BMW X Series X5 M,bmw-x-series-x5-m
BMW,X5 M50,X Series,True,BMW X Series X5 M50,bmw-x-series-x5-m50
BMW,X6,X Series,True,BMW X Series X6,bmw-x-series-x6
BMW,X6 M,X Series,True,BMW X Series X6 M,bmw-x-series-x6-m
BMW,X6 M50,X Series,True,BMW X Series X6 M50,bmw-x-series-x6-m50
BMW,X7,X Series,True,BMW X Series X7,bmw-x-series-x7
BMW,Z1,Z Series,True,BMW Z Series Z1,bmw-z-series-z1
BMW,Z3,Z Series,True,BMW Z Series Z3,bmw-z-series-z3
BMW,Z3 M,Z Series,True,BMW Z Series Z3 M,bmw-z-series-z3-m
BMW,Z4,Z Series,True,BMW Z Series Z4,bmw-z-series-z4
BMW,Z4 M,Z Series,True,BMW Z Series Z4 M,bmw-z-series-z4-m
BMW,Z8,Z Series,True,BMW Z Series Z8,bmw-z-series-z8
Brilliance,BC3,,True,Brilliance BC3,brilliance-bc3
Brilliance,BS2,,True,Brilliance BS2,brilliance-bs2
Brilliance,BS4,,True,Brilliance BS4,brilliance-bs4
Brilliance,BS6,,True,Brilliance BS6,brilliance-bs6
Bugatti,Chiron,,True,Bugatti Chiron,bugatti-chiron
Bugatti,EB 110,,True,Bugatti EB 110,bugatti-eb-110
Bugatti,Veyron,,True,Bugatti Veyron,bugatti-veyron
Buick,Electra,,True,Buick Electra,buick-electra
Buick,La Crosse,,True,Buick La Crosse,buick-la-crosse
Buick,Le Sabre,,True,Buick Le Sabre,buick-le-sabre
Cadillac,BLS,,True,Cadillac BLS,cadillac-bls
Cadillac,Deville,,True,Cadillac Deville,cadillac-deville-163
Chevrolet,2500,,True,Chevrolet 2500,chevrolet-2500
Chevrolet,Astro,,True,Chevrolet Astro,chevrolet-astro
Chevrolet,C1500,,True,Chevrolet C1500,chevrolet-c1500
Chevrolet,Captiva,,True,Chevrolet Captiva,chevrolet-captiva
Chevrolet,Chevelle,,True,Chevrolet Chevelle,chevrolet-chevelle
Chevrolet,Chevy Van,,True,Chevrolet Chevy Van,chevrolet-chevy-van
Chevrolet,Citation,,True,Chevrolet Citation,chevrolet-citation
Chevrolet,Colorado,,True,Chevrolet Colorado,chevrolet-colorado
Chevrolet,El Camino,,True,Chevrolet El Camino,chevrolet-el-camino
Chevrolet,Epica,,True,Chevrolet Epica,chevrolet-epica
Chevrolet,Evanda,,True,Chevrolet Evanda,chevrolet-evanda
Chevrolet,Express,,True,Chevrolet Express,chevrolet-express
Chevrolet,K1500,,True,Chevrolet K1500,chevrolet-k1500
Chevrolet,K30,,True,Chevrolet K30,chevrolet-k30
Chevrolet,Kalos,,True,Chevrolet Kalos,chevrolet-kalos
Chevrolet,Lacetti,,True,Chevrolet Lacetti,chevrolet-lacetti
Chevrolet,Matiz,,True,Chevrolet Matiz,chevrolet-matiz
Chevrolet,Niva,,True,Chevrolet Niva,chevrolet-niva
Chevrolet,Orlando,,True,Chevrolet Orlando,chevrolet-orlando
Chevrolet,Rezzo,,True,Chevrolet Rezzo,chevrolet-rezzo
Chevrolet,S-10,,True,Chevrolet S-10,chevrolet-s-10
Chevrolet,Silverado,,True,Chevrolet Silverado,chevrolet-silverado
Chevrolet,Venture,,True,Chevrolet Venture,chevrolet-venture
Chrysler,300C,,True,Chrysler 300C,chrysler-300c
Chrysler,300 M,,True,Chrysler 300 M,chrysler-300-m
Chrysler,GTS,,True,Chrysler GTS,chrysler-gts
Chrysler,Le Baron,,True,Chrysler Le Baron,chrysler-le-baron
Chrysler,Saratoga,,True,Chrysler Saratoga,chrysler-saratoga
Chrysler,Valiant,,True,Chrysler Valiant,chrysler-valiant
Citroën,2 CV,,True,Citroën 2 CV,citroën-2-cv
Citroën,AX,,True,Citroën AX,citroën-ax
Citroën,Berlingo,,True,Citroën Berlingo,citroën-berlingo
Citroën,BX,,True,Citroën BX,citroën-bx
Citroën,C1,,True,Citroën C1,citroën-c1
Citroën,C2,,True,Citroën C2,citroën-c2
Citroën,C3,,True,Citroën C3,citroën-c3
Citroën,C3 Aircross,,True,Citroën C3 Aircross,citroën-c3-aircross
Citroën,C3 Picasso,,True,Citroën C3 Picasso,citroën-c3-picasso
Citroën,C4,,True,Citroën C4,citroën-c4
Citroën,C4 Aircross,,True,Citroën C4 Aircross,citroën-c4-aircross
Citroën,C4 Cactus,,True,Citroën C4 Cactus,citroën-c4-cactus
Citroën,C4 Picasso,,True,Citroën C4 Picasso,citroën-c4-picasso
Citroën,C4 SpaceTourer,,True,Citroën C4 SpaceTourer,citroën-c4-spacetourer
Citroën,C5,,True,Citroën C5,citroën-c5
Citroën,C5 Aircross,,True,Citroën C5 Aircross,citroën-c5-aircross
Citroën,C6,,True,Citroën C6,citroën-c6
Citroën,C8,,True,Citroën C8,citroën-c8
Citroën,C-Crosser,,True,Citroën C-Crosser,citroën-c-crosser
Citroën,C-Elysée,,True,Citroën C-Elysée,citroën-c-elysée
Citroën,CX,,True,Citroën CX,citroën-cx
Citroën,C-Zero,,True,Citroën C-Zero,citroën-c-zero
Citroën,DS,,True,Citroën DS,citroën-ds
Citroën,DS3,,True,Citroën DS3,citroën-ds3
Citroën,DS4,,True,Citroën DS4,citroën-ds4
Citroën,DS4 Crossback,,True,Citroën DS4 Crossback,citroën-ds4-crossback
Citroën,DS5,,True,Citroën DS5,citroën-ds5
Citroën,E-MEHARI,,True,Citroën E-MEHARI,citroën-e-mehari
Citroën,Evasion,,True,Citroën Evasion,citroën-evasion
Citroën,Grand C4 Picasso / SpaceTourer,,True,Citroën Grand C4 Picasso / SpaceTourer,citroën-grand-c4-picasso-/-spacetourer
Citroën,GSA,,True,Citroën GSA,citroën-gsa
Citroën,Jumper,,True,Citroën Jumper,citroën-jumper
Citroën,Jumpy,,True,Citroën Jumpy,citroën-jumpy
Citroën,Nemo,,True,Citroën Nemo,citroën-nemo
Citroën,SAXO,,True,Citroën SAXO,citroën-saxo
Citroën,SM,,True,Citroën SM,citroën-sm
Citroën,SpaceTourer,,True,Citroën SpaceTourer,citroën-spacetourer
Citroën,Visa,,True,Citroën Visa,citroën-visa
Citroën,Xantia,,True,Citroën Xantia,citroën-xantia
Citroën,XM,,True,Citroën XM,citroën-xm
Citroën,Xsara,,True,Citroën Xsara,citroën-xsara
Citroën,Xsara Picasso,,True,Citroën Xsara Picasso,citroën-xsara-picasso
Citroën,ZX,,True,Citroën ZX,citroën-zx
Corvette,C7,,True,Corvette C7,corvette-c7
Corvette,Z06,,True,Corvette Z06,corvette-z06
Corvette,ZR 1,,True,Corvette ZR 1,corvette-zr-1
Cupra,Arona,,True,Cupra Arona,cupra-arona
Cupra,Ateca,,True,Cupra Ateca,cupra-ateca
Cupra,Ibiza,,True,Cupra Ibiza,cupra-ibiza
Dacia,Dokker,,True,Dacia Dokker,dacia-dokker
Dacia,Duster,,True,Dacia Duster,dacia-duster
Dacia,Lodgy,,True,Dacia Lodgy,dacia-lodgy
Dacia,Logan,,True,Dacia Logan,dacia-logan
Dacia,Logan Pick-Up,,True,Dacia Logan Pick-Up,dacia-logan-pick-up
Dacia,Pick Up,,True,Dacia Pick Up,dacia-pick-up
Dacia,Sandero,,True,Dacia Sandero,dacia-sandero
Daewoo,Espero,,True,Daewoo Espero,daewoo-espero
Daewoo,Korando,,True,Daewoo Korando,daewoo-korando
Daewoo,Musso,,True,Daewoo Musso,daewoo-musso
Daewoo,Nexia,,True,Daewoo Nexia,daewoo-nexia
Daewoo,Tacuma,,True,Daewoo Tacuma,daewoo-tacuma
Daihatsu,Applause,,True,Daihatsu Applause,daihatsu-applause
Daihatsu,Charmant,,True,Daihatsu Charmant,daihatsu-charmant
Daihatsu,Copen,,True,Daihatsu Copen,daihatsu-copen
Daihatsu,Cuore,,True,Daihatsu Cuore,daihatsu-cuore
Daihatsu,Feroza/Sportrak,,True,Daihatsu Feroza/Sportrak,daihatsu-feroza/sportrak
Daihatsu,Freeclimber,,True,Daihatsu Freeclimber,daihatsu-freeclimber
Daihatsu,Gran Move,,True,Daihatsu Gran Move,daihatsu-gran-move
Daihatsu,Hijet,,True,Daihatsu Hijet,daihatsu-hijet
Daihatsu,MATERIA,,True,Daihatsu MATERIA,daihatsu-materia
Daihatsu,Move,,True,Daihatsu Move,daihatsu-move
Daihatsu,Rocky/Fourtrak,,True,Daihatsu Rocky/Fourtrak,daihatsu-rocky/fourtrak
Daihatsu,Sirion,,True,Daihatsu Sirion,daihatsu-sirion
Daihatsu,Terios,,True,Daihatsu Terios,daihatsu-terios
Daihatsu,TREVIS,,True,Daihatsu TREVIS,daihatsu-trevis
Daihatsu,YRV,,True,Daihatsu YRV,daihatsu-yrv
DeTomaso,Guarà,,True,DeTomaso Guarà,detomaso-guarà
DeTomaso,Pantera,,True,DeTomaso Pantera,detomaso-pantera
Dodge,Dakota,,True,Dodge Dakota,dodge-dakota
Dodge,Demon,,True,Dodge Demon,dodge-demon
Dodge,Grand Caravan,,True,Dodge Grand Caravan,dodge-grand-caravan
Dodge,Hornet,,True,Dodge Hornet,dodge-hornet
Dodge,RAM,,True,Dodge RAM,dodge-ram
Donkervoort,D8,,True,Donkervoort D8,donkervoort-d8
DS Automobiles,DS3 Crossback,,True,DS Automobiles DS3 Crossback,ds-automobiles-ds3-crossback
DS Automobiles,DS7 Crossback,,True,DS Automobiles DS7 Crossback,ds-automobiles-ds7-crossback
Ferrari,208,,True,Ferrari 208,ferrari-208
Ferrari,246,,True,Ferrari 246,ferrari-246
Ferrari,250,,True,Ferrari 250,ferrari-250
Ferrari,275,,True,Ferrari 275,ferrari-275
Ferrari,288,,True,Ferrari 288,ferrari-288
Ferrari,308,,True,Ferrari 308,ferrari-308
Ferrari,328,,True,Ferrari 328,ferrari-328
Ferrari,330,,True,Ferrari 330,ferrari-330
Ferrari,348,,True,Ferrari 348,ferrari-348
Ferrari,360,,True,Ferrari 360,ferrari-360
Ferrari,365,,True,Ferrari 365,ferrari-365
Ferrari,400,,True,Ferrari 400,ferrari-400
Ferrari,412,,True,Ferrari 412,ferrari-412
Ferrari,456,,True,Ferrari 456,ferrari-456
Ferrari,458,,True,Ferrari 458,ferrari-458
Ferrari,512,,True,Ferrari 512,ferrari-512
Ferrari,550,,True,Ferrari 550,ferrari-550
Ferrari,575,,True,Ferrari 575,ferrari-575
Ferrari,599 GTB,,True,Ferrari 599 GTB,ferrari-599-gtb
Ferrari,599 SA Aperta,,True,Ferrari 599 SA Aperta,ferrari-599-sa-aperta
Ferrari,612,,True,Ferrari 612,ferrari-612
Ferrari,750,,True,Ferrari 750,ferrari-750
Ferrari,812,,True,Ferrari 812,ferrari-812
Ferrari,Dino GT4,,True,Ferrari Dino GT4,ferrari-dino-gt4
Ferrari,Enzo Ferrari,,True,Ferrari Enzo Ferrari,ferrari-enzo-ferrari
Ferrari,F12,,True,Ferrari F12,ferrari-f12
Ferrari,F355,,True,Ferrari F355,ferrari-f355
Ferrari,F40,,True,Ferrari F40,ferrari-f40
Ferrari,F50,,True,Ferrari F50,ferrari-f50
Ferrari,LaFerrari,,True,Ferrari LaFerrari,ferrari-laferrari
Ferrari,Mondial,,True,Ferrari Mondial,ferrari-mondial
Ferrari,Superamerica,,True,Ferrari Superamerica,ferrari-superamerica
Ferrari,Testarossa,,True,Ferrari Testarossa,ferrari-testarossa
Fiat,124,,True,Fiat 124,fiat-124
Fiat,126,,True,Fiat 126,fiat-126
Fiat,127,,True,Fiat 127,fiat-127
Fiat,130,,True,Fiat 130,fiat-130
Fiat,131,,True,Fiat 131,fiat-131
Fiat,500L Cross,,True,Fiat 500L Cross,fiat-500l-cross
Fiat,500L Living,,True,Fiat 500L Living,fiat-500l-living
Fiat,500L Trekking,,True,Fiat 500L Trekking,fiat-500l-trekking
Fiat,500L Urban,,True,Fiat 500L Urban,fiat-500l-urban
Fiat,500L Wagon,,True,Fiat 500L Wagon,fiat-500l-wagon
Fiat,500S,,True,Fiat 500S,fiat-500s
Fiat,Albea,,True,Fiat Albea,fiat-albea
Fiat,Barchetta,,True,Fiat Barchetta,fiat-barchetta
Fiat,Brava,,True,Fiat Brava,fiat-brava
Fiat,Bravo,,True,Fiat Bravo,fiat-bravo
Fiat,Cinquecento,,True,Fiat Cinquecento,fiat-cinquecento
Fiat,Croma,,True,Fiat Croma,fiat-croma
Fiat,Dino,,True,Fiat Dino,fiat-dino
Fiat,Doblo,,True,Fiat Doblo,fiat-doblo
Fiat,Ducato,,True,Fiat Ducato,fiat-ducato
Fiat,Fiorino,,True,Fiat Fiorino,fiat-fiorino
Fiat,Freemont,,True,Fiat Freemont,fiat-freemont
Fiat,Fullback,,True,Fiat Fullback,fiat-fullback
Fiat,Idea,,True,Fiat Idea,fiat-idea
Fiat,Linea,,True,Fiat Linea,fiat-linea
Fiat,Marea,,True,Fiat Marea,fiat-marea
Fiat,Marengo,,True,Fiat Marengo,fiat-marengo
Fiat,Multipla,,True,Fiat Multipla,fiat-multipla
Fiat,New Panda,,True,Fiat New Panda,fiat-new-panda
Fiat,Palio,,True,Fiat Palio,fiat-palio
Fiat,Panda,,True,Fiat Panda,fiat-panda
Fiat,Punto,,True,Fiat Punto,fiat-punto
Fiat,Qubo,,True,Fiat Qubo,fiat-qubo
Fiat,Regata,,True,Fiat Regata,fiat-regata
Fiat,Ritmo,,True,Fiat Ritmo,fiat-ritmo
Fiat,Scudo,,True,Fiat Scudo,fiat-scudo
Fiat,Sedici,,True,Fiat Sedici,fiat-sedici
Fiat,Seicento,,True,Fiat Seicento,fiat-seicento
Fiat,Siena,,True,Fiat Siena,fiat-siena
Fiat,Spider Europa,,True,Fiat Spider Europa,fiat-spider-europa
Fiat,Stilo,,True,Fiat Stilo,fiat-stilo
Fiat,Strada,,True,Fiat Strada,fiat-strada
Fiat,Talento,,True,Fiat Talento,fiat-talento
Fiat,Tempra,,True,Fiat Tempra,fiat-tempra
Fiat,Tipo,,True,Fiat Tipo,fiat-tipo
Fiat,Ulysse,,True,Fiat Ulysse,fiat-ulysse
Fiat,Uno,,True,Fiat Uno,fiat-uno
Fiat,X 1/9,,True,Fiat X 1/9,fiat-x-1/9
Ford,Aerostar,,True,Ford Aerostar,ford-aerostar
Ford,B-Max,,True,Ford B-Max,ford-b-max
Ford,C-Max,,True,Ford C-Max,ford-c-max
Ford,Courier,,True,Ford Courier,ford-courier
Ford,Crown,,True,Ford Crown,ford-crown
Ford,Econoline,,True,Ford Econoline,ford-econoline
Ford,Econovan,,True,Ford Econovan,ford-econovan
Ford,F 100,,True,Ford F 100,ford-f-100
Ford,F 150,,True,Ford F 150,ford-f-150
Ford,F 250,,True,Ford F 250,ford-f-250
Ford,F 350,,True,Ford F 350,ford-f-350
Ford,Fairlane,,True,Ford Fairlane,ford-fairlane
Ford,Falcon,,True,Ford Falcon,ford-falcon
Ford,Galaxy,,True,Ford Galaxy,ford-galaxy
Ford,Granada,,True,Ford Granada,ford-granada
Ford,Grand C-Max,,True,Ford Grand C-Max,ford-grand-c-max
Ford,Grand Tourneo,,True,Ford Grand Tourneo,ford-grand-tourneo
Ford,Ka/Ka+,,True,Ford Ka/Ka+,ford-ka/ka+
Ford,Kuga,,True,Ford Kuga,ford-kuga
Ford,Mercury,,True,Ford Mercury,ford-mercury
Ford,Mondeo,,True,Ford Mondeo,ford-mondeo
Ford,Orion,,True,Ford Orion,ford-orion
Ford,Puma,,True,Ford Puma,ford-puma
Ford,Ranger,,True,Ford Ranger,ford-ranger
Ford,Raptor,,True,Ford Raptor,ford-raptor
Ford,Scorpio,,True,Ford Scorpio,ford-scorpio
Ford,Sierra,,True,Ford Sierra,ford-sierra
Ford,S-Max,,True,Ford S-Max,ford-s-max
Ford,Sportka,,True,Ford Sportka,ford-sportka
Ford,Streetka,,True,Ford Streetka,ford-streetka
Ford,Taunus,,True,Ford Taunus,ford-taunus
Ford,Tourneo,Tourneo,True,Ford Tourneo Tourneo,ford-tourneo-tourneo
Ford,Tourneo Connect,Tourneo,True,Ford Tourneo Tourneo Connect,ford-tourneo-tourneo-connect
Ford,Tourneo Courier,Tourneo,True,Ford Tourneo Tourneo Courier,ford-tourneo-tourneo-courier
Ford,Tourneo Custom,Tourneo,True,Ford Tourneo Tourneo Custom,ford-tourneo-tourneo-custom
Ford,Transit,Transit,True,Ford Transit Transit,ford-transit-transit
Ford,Transit Connect,Transit,True,Ford Transit Transit Connect,ford-transit-transit-connect
Ford,Transit Courier,Transit,True,Ford Transit Transit Courier,ford-transit-transit-courier
Ford,Transit Custom,Transit,True,Ford Transit Transit Custom,ford-transit-transit-custom
Ford,Windstar,,True,Ford Windstar,ford-windstar
GMC,Safari,,True,GMC Safari,gmc-safari
GMC,Savana,,True,GMC Savana,gmc-savana
GMC,Sonoma,,True,GMC Sonoma,gmc-sonoma
GMC,Syclone,,True,GMC Syclone,gmc-syclone
GMC,Typhoon,,True,GMC Typhoon,gmc-typhoon
GMC,Vandura,,True,GMC Vandura,gmc-vandura
Grecav,Sonique,,True,Grecav Sonique,grecav-sonique
Honda,Aerodeck,,True,Honda Aerodeck,honda-aerodeck
Honda,Clarity,,True,Honda Clarity,honda-clarity
Honda,Concerto,,True,Honda Concerto,honda-concerto
Honda,CRX,,True,Honda CRX,honda-crx
Honda,e,,True,Honda e,honda-e
Honda,FR-V,,True,Honda FR-V,honda-fr-v
Honda,Jazz,,True,Honda Jazz,honda-jazz
Honda,Logo,,True,Honda Logo,honda-logo
Honda,Shuttle,,True,Honda Shuttle,honda-shuttle
Honda,Stream,,True,Honda Stream,honda-stream
Hyundai,Atos,,True,Hyundai Atos,hyundai-atos
Hyundai,Galloper,,True,Hyundai Galloper,hyundai-galloper
Hyundai,Getz,,True,Hyundai Getz,hyundai-getz
Hyundai,Grandeur,,True,Hyundai Grandeur,hyundai-grandeur
Hyundai,Grand Santa Fe,,True,Hyundai Grand Santa Fe,hyundai-grand-santa-fe
Hyundai,H-1,,True,Hyundai H-1,hyundai-h-1
Hyundai,H 100,,True,Hyundai H 100,hyundai-h-100
Hyundai,H-1 Starex,,True,Hyundai H-1 Starex,hyundai-h-1-starex
Hyundai,H 200,,True,Hyundai H 200,hyundai-h-200
Hyundai,H350,,True,Hyundai H350,hyundai-h350
Hyundai,i10,,True,Hyundai i10,hyundai-i10
Hyundai,i20,,True,Hyundai i20,hyundai-i20
Hyundai,i30,,True,Hyundai i30,hyundai-i30
Hyundai,i40,,True,Hyundai i40,hyundai-i40
Hyundai,i50,,True,Hyundai i50,hyundai-i50
Hyundai,IONIQ,,True,Hyundai IONIQ,hyundai-ioniq
Hyundai,ix20,,True,Hyundai ix20,hyundai-ix20
Hyundai,ix35,,True,Hyundai ix35,hyundai-ix35
Hyundai,ix55,,True,Hyundai ix55,hyundai-ix55
Hyundai,Lantra,,True,Hyundai Lantra,hyundai-lantra
Hyundai,Nexo,,True,Hyundai Nexo,hyundai-nexo-684
Hyundai,Pony,,True,Hyundai Pony,hyundai-pony
Hyundai,Santamo,,True,Hyundai Santamo,hyundai-santamo
Hyundai,S-Coupe,,True,Hyundai S-Coupe,hyundai-s-coupe
Hyundai,Terracan,,True,Hyundai Terracan,hyundai-terracan
Hyundai,Trajet,,True,Hyundai Trajet,hyundai-trajet
Hyundai,XG 30,,True,Hyundai XG 30,hyundai-xg-30
Hyundai,XG 350,,True,Hyundai XG 350,hyundai-xg-350
Infiniti,EX30,,True,Infiniti EX30,infiniti-ex30
