make,model,series,available_in_IT,display_name,slug
Hyundai,Palisade,,True,Hyundai Palisade,hyundai-palisade
Hyundai,Santa Cruz,,True,Hyundai Santa Cruz,hyundai-santa-cruz
Hyundai,Santa Fe,,True,Hyundai Santa Fe,hyundai-santa-fe
Hyundai,Santa Fe Hybrid,,True,Hyundai Santa Fe Hybrid,hyundai-santa-fe-hybrid
Hyundai,Santa Fe Plug-in Hybrid,,True,Hyundai Santa Fe Plug-in Hybrid,hyundai-santa-fe-plug-in-hybrid
Hyundai,Santa Fe Sport,,True,Hyundai Santa Fe Sport,hyundai-santa-fe-sport
Hyundai,Santa Fe XL,,True,Hyundai Santa Fe XL,hyundai-santa-fe-xl
Hyundai,Scoupe,,True,Hyundai Scoupe,hyundai-scoupe
Hyundai,Sonata,,True,Hyundai Sonata,hyundai-sonata
Hyundai,Sonata Hybrid,,True,Hyundai Sonata Hybrid,hyundai-sonata-hybrid
Hyundai,Sonata Plug-in Hybrid,,True,Hyundai Sonata Plug-in Hybrid,hyundai-sonata-plug-in-hybrid
Hyundai,Tiburon,,True,Hyundai Tiburon,hyundai-tiburon
Hyundai,Tucson,,True,Hyundai Tucson,hyundai-tucson
Hyundai,Tucson Fuel Cell,,True,Hyundai Tucson Fuel Cell,hyundai-tucson-fuel-cell
Hyundai,Tucson Hybrid,,True,Hyundai Tucson Hybrid,hyundai-tucson-hybrid
Hyundai,Tucson Plug-in Hybrid,,True,Hyundai Tucson Plug-in Hybrid,hyundai-tucson-plug-in-hybrid
Hyundai,Veloster,,True,Hyundai Veloster,hyundai-veloster
Hyundai,Venue,,True,Hyundai Venue,hyundai-venue
Hyundai,Veracruz,,True,Hyundai Veracruz,hyundai-veracruz
Hyundai,XG300,,True,Hyundai XG300,hyundai-xg300
Hyundai,XG350,,True,Hyundai XG350,hyundai-xg350
INFINITI,EX,,True,INFINITI EX,infiniti-ex
INFINITI,FX,,True,INFINITI FX,infiniti-fx
INFINITI,G,,True,INFINITI G,infiniti-g
INFINITI,I,,True,INFINITI I,infiniti-i
INFINITI,J,,True,INFINITI J,infiniti-j
INFINITI,JX,,True,INFINITI JX,infiniti-jx
INFINITI,Q,,True,INFINITI Q,infiniti-q
INFINITI,Q40,,True,INFINITI Q40,infiniti-q40
INFINITI,Q50,,True,INFINITI Q50,infiniti-q50
INFINITI,Q60,,True,INFINITI Q60,infiniti-q60
INFINITI,Q70,,True,INFINITI Q70,infiniti-q70
INFINITI,QX,,True,INFINITI QX,infiniti-qx
INFINITI,QX30,,True,INFINITI QX30,infiniti-qx30
INFINITI,QX50,,True,INFINITI QX50,infiniti-qx50
INFINITI,QX55,,True,INFINITI QX55,infiniti-qx55
INFINITI,QX60,,True,INFINITI QX60,infiniti-qx60
INFINITI,QX70,,True,INFINITI QX70,infiniti-qx70
INFINITI,QX80,,True,INFINITI QX80,infiniti-qx80
Isuzu,Amigo,,True,Isuzu Amigo,isuzu-amigo
Isuzu,Ascender,,True,Isuzu Ascender,isuzu-ascender
Isuzu,Axiom,,True,Isuzu Axiom,isuzu-axiom
Isuzu,Hombre Regular Cab,,True,Isuzu Hombre Regular Cab,isuzu-hombre-regular-cab
Isuzu,Hombre Spacecab,,True,Isuzu Hombre Spacecab,isuzu-hombre-spacecab
Isuzu,Impulse,,True,Isuzu Impulse,isuzu-impulse
Isuzu,Oasis,,True,Isuzu Oasis,isuzu-oasis
Isuzu,Regular Cab,,True,Isuzu Regular Cab,isuzu-regular-cab
Isuzu,Rodeo,,True,Isuzu Rodeo,isuzu-rodeo
Isuzu,Rodeo Sport,,True,Isuzu Rodeo Sport,isuzu-rodeo-sport
Isuzu,Spacecab,,True,Isuzu Spacecab,isuzu-spacecab
Isuzu,Stylus,,True,Isuzu Stylus,isuzu-stylus
Isuzu,Trooper,,True,Isuzu Trooper,isuzu-trooper
Isuzu,VehiCROSS,,True,Isuzu VehiCROSS,isuzu-vehicross
Isuzu,i-280 Extended Cab,,True,Isuzu i-280 Extended Cab,isuzu-i-280-extended-cab
Isuzu,i-290 Extended Cab,,True,Isuzu i-290 Extended Cab,isuzu-i-290-extended-cab
Isuzu,i-350 Crew Cab,,True,Isuzu i-350 Crew Cab,isuzu-i-350-crew-cab
Isuzu,i-370 Crew Cab,,True,Isuzu i-370 Crew Cab,isuzu-i-370-crew-cab
Isuzu,i-370 Extended Cab,,True,Isuzu i-370 Extended Cab,isuzu-i-370-extended-cab
Jaguar,E-PACE,,True,Jaguar E-PACE,jaguar-e-pace-743
Jaguar,F-PACE,,True,Jaguar F-PACE,jaguar-f-pace-744
Jaguar,F-TYPE,,True,Jaguar F-TYPE,jaguar-f-type-745
Jaguar,I-PACE,,True,Jaguar I-PACE,jaguar-i-pace-746
Jaguar,S-Type,,True,Jaguar S-Type,jaguar-s-type
Jaguar,X-Type,,True,Jaguar X-Type,jaguar-x-type
Jaguar,XE,,True,Jaguar XE,jaguar-xe
Jaguar,XF,,True,Jaguar XF,jaguar-xf
Jaguar,XJ,,True,Jaguar XJ,jaguar-xj
Jaguar,XK,,True,Jaguar XK,jaguar-xk
Jeep,Cherokee,,True,Jeep Cherokee,jeep-cherokee
Jeep,Comanche Regular Cab,,True,Jeep Comanche Regular Cab,jeep-comanche-regular-cab
Jeep,Commander,,True,Jeep Commander,jeep-commander
Jeep,Compass,,True,Jeep Compass,jeep-compass
Jeep,Gladiator,,True,Jeep Gladiator,jeep-gladiator
Jeep,Grand Cherokee,,True,Jeep Grand Cherokee,jeep-grand-cherokee
Jeep,Grand Cherokee 4xe,,True,Jeep Grand Cherokee 4xe,jeep-grand-cherokee-4xe
Jeep,Grand Cherokee L,,True,Jeep Grand Cherokee L,jeep-grand-cherokee-l
Jeep,Grand Wagoneer,,True,Jeep Grand Wagoneer,jeep-grand-wagoneer
Jeep,Liberty,,True,Jeep Liberty,jeep-liberty
Jeep,Patriot,,True,Jeep Patriot,jeep-patriot
Jeep,Renegade,,True,Jeep Renegade,jeep-renegade
Jeep,Wagoneer,,True,Jeep Wagoneer,jeep-wagoneer
Jeep,Wrangler,,True,Jeep Wrangler,jeep-wrangler
Jeep,Wrangler Unlimited,,True,Jeep Wrangler Unlimited,jeep-wrangler-unlimited
Jeep,Wrangler Unlimited 4xe,,True,Jeep Wrangler Unlimited 4xe,jeep-wrangler-unlimited-4xe
Kia,Amanti,,True,Kia Amanti,kia-amanti
Kia,Borrego,,True,Kia Borrego,kia-borrego
Kia,Cadenza,,True,Kia Cadenza,kia-cadenza
Kia,Carnival,,True,Kia Carnival,kia-carnival
Kia,EV6,,True,Kia EV6,kia-ev6
Kia,EV9,,True,Kia EV9,kia-ev9
Kia,Forte,,True,Kia Forte,kia-forte
Kia,Forte Koup,,True,Kia Forte Koup,kia-forte-koup
Kia,Forte5,,True,Kia Forte5,kia-forte5
Kia,K5,,True,Kia K5,kia-k5
Kia,K900,,True,Kia K900,kia-k900
Kia,Niro,,True,Kia Niro,kia-niro
Kia,Niro EV,,True,Kia Niro EV,kia-niro-ev
Kia,Niro Plug-in Hybrid,,True,Kia Niro Plug-in Hybrid,kia-niro-plug-in-hybrid
Kia,Optima,,True,Kia Optima,kia-optima
Kia,Optima (2006.5),,True,Kia Optima (2006.5),kia-optima-(2006.5)
Kia,Optima Hybrid,,True,Kia Optima Hybrid,kia-optima-hybrid
Kia,Optima Plug-in Hybrid,,True,Kia Optima Plug-in Hybrid,kia-optima-plug-in-hybrid
Kia,Rio,,True,Kia Rio,kia-rio
Kia,Rondo,,True,Kia Rondo,kia-rondo
Kia,Sedona,,True,Kia Sedona,kia-sedona
Kia,Seltos,,True,Kia Seltos,kia-seltos
Kia,Sephia,,True,Kia Sephia,kia-sephia
Kia,Sorento,,True,Kia Sorento,kia-sorento
Kia,Sorento Hybrid,,True,Kia Sorento Hybrid,kia-sorento-hybrid
Kia,Sorento Plug-in Hybrid,,True,Kia Sorento Plug-in Hybrid,kia-sorento-plug-in-hybrid
Kia,Soul,,True,Kia Soul,kia-soul
Kia,Soul EV,,True,Kia Soul EV,kia-soul-ev
Kia,Spectra,,True,Kia Spectra,kia-spectra
Kia,Sportage,,True,Kia Sportage,kia-sportage
Kia,Sportage Hybrid,,True,Kia Sportage Hybrid,kia-sportage-hybrid
Kia,Sportage Plug-in Hybrid,,True,Kia Sportage Plug-in Hybrid,kia-sportage-plug-in-hybrid
Kia,Stinger,,True,Kia Stinger,kia-stinger
Kia,Telluride,,True,Kia Telluride,kia-telluride
Lamborghini,Aventador,,True,Lamborghini Aventador,lamborghini-aventador
Lamborghini,Gallardo,,True,Lamborghini Gallardo,lamborghini-gallardo
Lamborghini,Huracan,,True,Lamborghini Huracan,lamborghini-huracan
Lamborghini,Murcielago,,True,Lamborghini Murcielago,lamborghini-murcielago
Lamborghini,Murcielago LP640,,True,Lamborghini Murcielago LP640,lamborghini-murcielago-lp640
Lamborghini,Urus,,True,Lamborghini Urus,lamborghini-urus
Land Rover,Defender 110,,True,Land Rover Defender 110,land-rover-defender-110
Land Rover,Defender 90,,True,Land Rover Defender 90,land-rover-defender-90
Land Rover,Discovery,,True,Land Rover Discovery,land-rover-discovery
Land Rover,Discovery Series II,,True,Land Rover Discovery Series II,land-rover-discovery-series-ii
Land Rover,Discovery Sport,,True,Land Rover Discovery Sport,land-rover-discovery-sport
Land Rover,Freelander,,True,Land Rover Freelander,land-rover-freelander
Land Rover,LR2,,True,Land Rover LR2,land-rover-lr2
Land Rover,LR3,,True,Land Rover LR3,land-rover-lr3
Land Rover,LR4,,True,Land Rover LR4,land-rover-lr4
Land Rover,Range Rover,,True,Land Rover Range Rover,land-rover-range-rover
Land Rover,Range Rover Evoque,,True,Land Rover Range Rover Evoque,land-rover-range-rover-evoque
Land Rover,Range Rover Sport,,True,Land Rover Range Rover Sport,land-rover-range-rover-sport
Land Rover,Range Rover Velar,,True,Land Rover Range Rover Velar,land-rover-range-rover-velar
Lexus,CT,,True,Lexus CT,lexus-ct
Lexus,ES,,True,Lexus ES,lexus-es
Lexus,GS,,True,Lexus GS,lexus-gs
Lexus,GX,,True,Lexus GX,lexus-gx
Lexus,HS,,True,Lexus HS,lexus-hs
Lexus,IS,,True,Lexus IS,lexus-is
Lexus,IS F,,True,Lexus IS F,lexus-is-f
Lexus,LC,,True,Lexus LC,lexus-lc
Lexus,LFA,,True,Lexus LFA,lexus-lfa
Lexus,LS,,True,Lexus LS,lexus-ls
Lexus,LX,,True,Lexus LX,lexus-lx
Lexus,NX,,True,Lexus NX,lexus-nx
Lexus,RC,,True,Lexus RC,lexus-rc
Lexus,RX,,True,Lexus RX,lexus-rx
Lexus,RZ,,True,Lexus RZ,lexus-rz
Lexus,SC,,True,Lexus SC,lexus-sc
Lexus,TX,,True,Lexus TX,lexus-tx
Lexus,UX,,True,Lexus UX,lexus-ux
Lincoln,Aviator,,True,Lincoln Aviator,lincoln-aviator
Lincoln,Blackwood,,True,Lincoln Blackwood,lincoln-blackwood
Lincoln,Corsair,,True,Lincoln Corsair,lincoln-corsair
Lincoln,MKC,,True,Lincoln MKC,lincoln-mkc
Lincoln,MKS,,True,Lincoln MKS,lincoln-mks
Lincoln,MKT,,True,Lincoln MKT,lincoln-mkt
Lincoln,MKX,,True,Lincoln MKX,lincoln-mkx
Lincoln,MKZ,,True,Lincoln MKZ,lincoln-mkz
Lincoln,Mark LT,,True,Lincoln Mark LT,lincoln-mark-lt
Lincoln,Mark VII,,True,Lincoln Mark VII,lincoln-mark-vii
Lincoln,Mark VIII,,True,Lincoln Mark VIII,lincoln-mark-viii
Lincoln,Nautilus,,True,Lincoln Nautilus,lincoln-nautilus
Lincoln,Navigator,,True,Lincoln Navigator,lincoln-navigator
Lincoln,Navigator L,,True,Lincoln Navigator L,lincoln-navigator-l
Lincoln,Town Car,,True,Lincoln Town Car,lincoln-town-car
Lincoln,Zephyr,,True,Lincoln Zephyr,lincoln-zephyr
Lotus,Elise,,True,Lotus Elise,lotus-elise
Lotus,Evora,,True,Lotus Evora,lotus-evora
Lotus,Evora 400,,True,Lotus Evora 400,lotus-evora-400
Lotus,Evora GT,,True,Lotus Evora GT,lotus-evora-gt
Lotus,Exige,,True,Lotus Exige,lotus-exige
Lotus,Exige S,,True,Lotus Exige S,lotus-exige-s
Lucid,Air,,True,Lucid Air,lucid-air
MAZDA,323,,True,MAZDA 323,mazda-323
MAZDA,626,,True,MAZDA 626,mazda-626
MAZDA,929,,True,MAZDA 929,mazda-929
MAZDA,B-Series Cab Plus,,True,MAZDA B-Series Cab Plus,mazda-b-series-cab-plus
MAZDA,B-Series Extended Cab,,True,MAZDA B-Series Extended Cab,mazda-b-series-extended-cab
MAZDA,B-Series Regular Cab,,True,MAZDA B-Series Regular Cab,mazda-b-series-regular-cab
MAZDA,CX-3,,True,MAZDA CX-3,mazda-cx-3
MAZDA,CX-30,,True,MAZDA CX-30,mazda-cx-30
MAZDA,CX-5,,True,MAZDA CX-5,mazda-cx-5
MAZDA,CX-50,,True,MAZDA CX-50,mazda-cx-50
MAZDA,CX-7,,True,MAZDA CX-7,mazda-cx-7
MAZDA,CX-70,,True,MAZDA CX-70,mazda-cx-70
MAZDA,CX-9,,True,MAZDA CX-9,mazda-cx-9
MAZDA,CX-90,,True,MAZDA CX-90,mazda-cx-90
MAZDA,MAZDA2,,True,MAZDA MAZDA2,mazda-mazda2
MAZDA,MAZDA3,,True,MAZDA MAZDA3,mazda-mazda3
MAZDA,MAZDA5,,True,MAZDA MAZDA5,mazda-mazda5
MAZDA,MAZDA6,,True,MAZDA MAZDA6,mazda-mazda6
MAZDA,MPV,,True,MAZDA MPV,mazda-mpv
MAZDA,MX-3,,True,MAZDA MX-3,mazda-mx-3
MAZDA,MX-30,,True,MAZDA MX-30,mazda-mx-30
MAZDA,MX-5 Miata,,True,MAZDA MX-5 Miata,mazda-mx-5-miata
MAZDA,MX-5 Miata RF,,True,MAZDA MX-5 Miata RF,mazda-mx-5-miata-rf
MAZDA,MX-6,,True,MAZDA MX-6,mazda-mx-6
MAZDA,Millenia,,True,MAZDA Millenia,mazda-millenia
MAZDA,Navajo,,True,MAZDA Navajo,mazda-navajo
MAZDA,Protege,,True,MAZDA Protege,mazda-protege
MAZDA,Protege5,,True,MAZDA Protege5,mazda-protege5
MAZDA,RX-7,,True,MAZDA RX-7,mazda-rx-7
MAZDA,RX-8,,True,MAZDA RX-8,mazda-rx-8
MAZDA,Tribute,,True,MAZDA Tribute,mazda-tribute
MINI,Clubman,,True,MINI Clubman,mini-clubman
MINI,Convertible,,True,MINI Convertible,mini-convertible
MINI,Cooper,,True,MINI Cooper,mini-cooper
MINI,Countryman,,True,MINI Countryman,mini-countryman
MINI,Coupe,,True,MINI Coupe,mini-coupe
MINI,Hardtop,,True,MINI Hardtop,mini-hardtop
MINI,Hardtop 2 Door,,True,MINI Hardtop 2 Door,mini-hardtop-2-door
MINI,Hardtop 4 Door,,True,MINI Hardtop 4 Door,mini-hardtop-4-door
MINI,Paceman,,True,MINI Paceman,mini-paceman
MINI,Roadster,,True,MINI Roadster,mini-roadster
Maserati,Ghibli,,True,Maserati Ghibli,maserati-ghibli
Maserati,GranSport,,True,Maserati GranSport,maserati-gransport-905
Maserati,GranTurismo,,True,Maserati GranTurismo,maserati-granturismo-906
Maserati,Grecale,,True,Maserati Grecale,maserati-grecale
Maserati,Levante,,True,Maserati Levante,maserati-levante
Maserati,MC20,,True,Maserati MC20,maserati-mc20
Maserati,Quattroporte,,True,Maserati Quattroporte,maserati-quattroporte
Maybach,57,,True,Maybach 57,maybach-57
Maybach,62,,True,Maybach 62,maybach-62
McLaren,570GT,,True,McLaren 570GT,mclaren-570gt
McLaren,570S,,True,McLaren 570S,mclaren-570s
McLaren,600LT,,True,McLaren 600LT,mclaren-600lt
McLaren,650S,,True,McLaren 650S,mclaren-650s
McLaren,675LT,,True,McLaren 675LT,mclaren-675lt
McLaren,720S,,True,McLaren 720S,mclaren-720s
McLaren,MP4-12C,,True,McLaren MP4-12C,mclaren-mp4-12c
Mercedes-Benz,190 E,,True,Mercedes-Benz 190 E,mercedes-benz-190-e
Mercedes-Benz,300 CE,,True,Mercedes-Benz 300 CE,mercedes-benz-300-ce
Mercedes-Benz,300 D,,True,Mercedes-Benz 300 D,mercedes-benz-300-d
Mercedes-Benz,300 E,,True,Mercedes-Benz 300 E,mercedes-benz-300-e
Mercedes-Benz,300 SD,,True,Mercedes-Benz 300 SD,mercedes-benz-300-sd
Mercedes-Benz,300 SE,,True,Mercedes-Benz 300 SE,mercedes-benz-300-se
Mercedes-Benz,300 SL,,True,Mercedes-Benz 300 SL,mercedes-benz-300-sl
Mercedes-Benz,300 TE,,True,Mercedes-Benz 300 TE,mercedes-benz-300-te
Mercedes-Benz,400 E,,True,Mercedes-Benz 400 E,mercedes-benz-400-e
Mercedes-Benz,400 SE,,True,Mercedes-Benz 400 SE,mercedes-benz-400-se
Mercedes-Benz,400 SEL,,True,Mercedes-Benz 400 SEL,mercedes-benz-400-sel
Mercedes-Benz,500 E,,True,Mercedes-Benz 500 E,mercedes-benz-500-e
Mercedes-Benz,500 SEC,,True,Mercedes-Benz 500 SEC,mercedes-benz-500-sec
Mercedes-Benz,500 SEL,,True,Mercedes-Benz 500 SEL,mercedes-benz-500-sel
Mercedes-Benz,500 SL,,True,Mercedes-Benz 500 SL,mercedes-benz-500-sl
Mercedes-Benz,600 SEC,,True,Mercedes-Benz 600 SEC,mercedes-benz-600-sec
Mercedes-Benz,600 SEL,,True,Mercedes-Benz 600 SEL,mercedes-benz-600-sel
Mercedes-Benz,600 SL,,True,Mercedes-Benz 600 SL,mercedes-benz-600-sl
Mercedes-Benz,A-Class,,True,Mercedes-Benz A-Class,mercedes-benz-a-class
Mercedes-Benz,B-Class,,True,Mercedes-Benz B-Class,mercedes-benz-b-class
Mercedes-Benz,C-Class,,True,Mercedes-Benz C-Class,mercedes-benz-c-class
Mercedes-Benz,CL-Class,,True,Mercedes-Benz CL-Class,mercedes-benz-cl-class
Mercedes-Benz,CLA,,True,Mercedes-Benz CLA,mercedes-benz-cla
Mercedes-Benz,CLA-Class,,True,Mercedes-Benz CLA-Class,mercedes-benz-cla-class
Mercedes-Benz,CLK-Class,,True,Mercedes-Benz CLK-Class,mercedes-benz-clk-class
Mercedes-Benz,CLS,,True,Mercedes-Benz CLS,mercedes-benz-cls
Mercedes-Benz,CLS-Class,,True,Mercedes-Benz CLS-Class,mercedes-benz-cls-class
Mercedes-Benz,E-Class,,True,Mercedes-Benz E-Class,mercedes-benz-e-class
Mercedes-Benz,G-Class,,True,Mercedes-Benz G-Class,mercedes-benz-g-class
Mercedes-Benz,GL-Class,,True,Mercedes-Benz GL-Class,mercedes-benz-gl-class
Mercedes-Benz,GLA,,True,Mercedes-Benz GLA,mercedes-benz-gla
Mercedes-Benz,GLA-Class,,True,Mercedes-Benz GLA-Class,mercedes-benz-gla-class
Mercedes-Benz,GLB,,True,Mercedes-Benz GLB,mercedes-benz-glb
Mercedes-Benz,GLC,,True,Mercedes-Benz GLC,mercedes-benz-glc
Mercedes-Benz,GLC Coupe,,True,Mercedes-Benz GLC Coupe,mercedes-benz-glc-coupe
Mercedes-Benz,GLE,,True,Mercedes-Benz GLE,mercedes-benz-gle
Mercedes-Benz,GLE Coupe,,True,Mercedes-Benz GLE Coupe,mercedes-benz-gle-coupe
Mercedes-Benz,GLK-Class,,True,Mercedes-Benz GLK-Class,mercedes-benz-glk-class
Mercedes-Benz,GLS,,True,Mercedes-Benz GLS,mercedes-benz-gls
Mercedes-Benz,M-Class,,True,Mercedes-Benz M-Class,mercedes-benz-m-class
Mercedes-Benz,Mercedes-AMG A-Class,,True,Mercedes-Benz Mercedes-AMG A-Class,mercedes-benz-mercedes-amg-a-class
Mercedes-Benz,Mercedes-AMG C-Class,,True,Mercedes-Benz Mercedes-AMG C-Class,mercedes-benz-mercedes-amg-c-class
Mercedes-Benz,Mercedes-AMG CLA,,True,Mercedes-Benz Mercedes-AMG CLA,mercedes-benz-mercedes-amg-cla
Mercedes-Benz,Mercedes-AMG CLS,,True,Mercedes-Benz Mercedes-AMG CLS,mercedes-benz-mercedes-amg-cls
Mercedes-Benz,Mercedes-AMG E-Class,,True,Mercedes-Benz Mercedes-AMG E-Class,mercedes-benz-mercedes-amg-e-class
Mercedes-Benz,Mercedes-AMG EQS,,True,Mercedes-Benz Mercedes-AMG EQS,mercedes-benz-mercedes-amg-eqs
Mercedes-Benz,Mercedes-AMG G-Class,,True,Mercedes-Benz Mercedes-AMG G-Class,mercedes-benz-mercedes-amg-g-class
Mercedes-Benz,Mercedes-AMG GLA,,True,Mercedes-Benz Mercedes-AMG GLA,mercedes-benz-mercedes-amg-gla
Mercedes-Benz,Mercedes-AMG GLB,,True,Mercedes-Benz Mercedes-AMG GLB,mercedes-benz-mercedes-amg-glb
Mercedes-Benz,Mercedes-AMG GLC,,True,Mercedes-Benz Mercedes-AMG GLC,mercedes-benz-mercedes-amg-glc
Mercedes-Benz,Mercedes-AMG GLC Coupe,,True,Mercedes-Benz Mercedes-AMG GLC Coupe,mercedes-benz-mercedes-amg-glc-coupe
Mercedes-Benz,Mercedes-AMG GLE,,True,Mercedes-Benz Mercedes-AMG GLE,mercedes-benz-mercedes-amg-gle
Mercedes-Benz,Mercedes-AMG GLE Coupe,,True,Mercedes-Benz Mercedes-AMG GLE Coupe,mercedes-benz-mercedes-amg-gle-coupe
Mercedes-Benz,Mercedes-AMG GLS,,True,Mercedes-Benz Mercedes-AMG GLS,mercedes-benz-mercedes-amg-gls
Mercedes-Benz,Mercedes-AMG GT,,True,Mercedes-Benz Mercedes-AMG GT,mercedes-benz-mercedes-amg-gt
Mercedes-Benz,Mercedes-AMG S-Class,,True,Mercedes-Benz Mercedes-AMG S-Class,mercedes-benz-mercedes-amg-s-class
Mercedes-Benz,Mercedes-AMG SL,,True,Mercedes-Benz Mercedes-AMG SL,mercedes-benz-mercedes-amg-sl
Mercedes-Benz,Mercedes-AMG SLC,,True,Mercedes-Benz Mercedes-AMG SLC,mercedes-benz-mercedes-amg-slc
Mercedes-Benz,Mercedes-AMG SLK,,True,Mercedes-Benz Mercedes-AMG SLK,mercedes-benz-mercedes-amg-slk
Mercedes-Benz,Mercedes-EQ EQB,,True,Mercedes-Benz Mercedes-EQ EQB,mercedes-benz-mercedes-eq-eqb
Mercedes-Benz,Mercedes-EQ EQE,,True,Mercedes-Benz Mercedes-EQ EQE,mercedes-benz-mercedes-eq-eqe
Mercedes-Benz,Mercedes-EQ EQS,,True,Mercedes-Benz Mercedes-EQ EQS,mercedes-benz-mercedes-eq-eqs
Mercedes-Benz,Mercedes-EQ EQS SUV,,True,Mercedes-Benz Mercedes-EQ EQS SUV,mercedes-benz-mercedes-eq-eqs-suv
Mercedes-Benz,Mercedes-Maybach GLS,,True,Mercedes-Benz Mercedes-Maybach GLS,mercedes-benz-mercedes-maybach-gls
Mercedes-Benz,Mercedes-Maybach S 600,,True,Mercedes-Benz Mercedes-Maybach S 600,mercedes-benz-mercedes-maybach-s-600
Mercedes-Benz,Mercedes-Maybach S-Class,,True,Mercedes-Benz Mercedes-Maybach S-Class,mercedes-benz-mercedes-maybach-s-class
Mercedes-Benz,Metris Cargo,,True,Mercedes-Benz Metris Cargo,mercedes-benz-metris-cargo
Mercedes-Benz,Metris Passenger,,True,Mercedes-Benz Metris Passenger,mercedes-benz-metris-passenger
Mercedes-Benz,Metris WORKER Cargo,,True,Mercedes-Benz Metris WORKER Cargo,mercedes-benz-metris-worker-cargo
Mercedes-Benz,Metris WORKER Passenger,,True,Mercedes-Benz Metris WORKER Passenger,mercedes-benz-metris-worker-passenger
Mercedes-Benz,R-Class,,True,Mercedes-Benz R-Class,mercedes-benz-r-class
Mercedes-Benz,S-Class,,True,Mercedes-Benz S-Class,mercedes-benz-s-class
Mercedes-Benz,SL,,True,Mercedes-Benz SL,mercedes-benz-sl
Mercedes-Benz,SL-Class,,True,Mercedes-Benz SL-Class,mercedes-benz-sl-class
Mercedes-Benz,SLC,,True,Mercedes-Benz SLC,mercedes-benz-slc
Mercedes-Benz,SLK,,True,Mercedes-Benz SLK,mercedes-benz-slk
Mercedes-Benz,SLK-Class,,True,Mercedes-Benz SLK-Class,mercedes-benz-slk-class
Mercedes-Benz,SLR McLaren,,True,Mercedes-Benz SLR McLaren,mercedes-benz-slr-mclaren
Mercedes-Benz,SLS-Class,,True,Mercedes-Benz SLS-Class,mercedes-benz-sls-class
Mercedes-Benz,Sprinter 3500 XD Cargo,,True,Mercedes-Benz Sprinter 3500 XD Cargo,mercedes-benz-sprinter-3500-xd-cargo
Mercury,Capri,,True,Mercury Capri,mercury-capri
Mercury,Cougar,,True,Mercury Cougar,mercury-cougar
Mercury,Grand Marquis,,True,Mercury Grand Marquis,mercury-grand-marquis
Mercury,Marauder,,True,Mercury Marauder,mercury-marauder
Mercury,Mariner,,True,Mercury Mariner,mercury-mariner
Mercury,Milan,,True,Mercury Milan,mercury-milan
Mercury,Montego,,True,Mercury Montego,mercury-montego
Mercury,Monterey,,True,Mercury Monterey,mercury-monterey
Mercury,Mountaineer,,True,Mercury Mountaineer,mercury-mountaineer
Mercury,Mystique,,True,Mercury Mystique,mercury-mystique
Mercury,Sable,,True,Mercury Sable,mercury-sable
Mercury,Topaz,,True,Mercury Topaz,mercury-topaz
Mercury,Tracer,,True,Mercury Tracer,mercury-tracer
Mercury,Villager,,True,Mercury Villager,mercury-villager
Mitsubishi,3000GT,,True,Mitsubishi 3000GT,mitsubishi-3000gt
Mitsubishi,Diamante,,True,Mitsubishi Diamante,mitsubishi-diamante
Mitsubishi,Eclipse,,True,Mitsubishi Eclipse,mitsubishi-eclipse
Mitsubishi,Eclipse Cross,,True,Mitsubishi Eclipse Cross,mitsubishi-eclipse-cross
Mitsubishi,Endeavor,,True,Mitsubishi Endeavor,mitsubishi-endeavor
Mitsubishi,Expo,,True,Mitsubishi Expo,mitsubishi-expo
Mitsubishi,Galant,,True,Mitsubishi Galant,mitsubishi-galant
Mitsubishi,Lancer,,True,Mitsubishi Lancer,mitsubishi-lancer
Mitsubishi,Lancer Evolution,,True,Mitsubishi Lancer Evolution,mitsubishi-lancer-evolution
Mitsubishi,Mighty Max Macro Cab,,True,Mitsubishi Mighty Max Macro Cab,mitsubishi-mighty-max-macro-cab
Mitsubishi,Mighty Max Regular Cab,,True,Mitsubishi Mighty Max Regular Cab,mitsubishi-mighty-max-regular-cab
Mitsubishi,Mirage,,True,Mitsubishi Mirage,mitsubishi-mirage
Mitsubishi,Mirage G4,,True,Mitsubishi Mirage G4,mitsubishi-mirage-g4
Mitsubishi,Montero,,True,Mitsubishi Montero,mitsubishi-montero
Mitsubishi,Montero Sport,,True,Mitsubishi Montero Sport,mitsubishi-montero-sport
Mitsubishi,Outlander,,True,Mitsubishi Outlander,mitsubishi-outlander
Mitsubishi,Outlander PHEV,,True,Mitsubishi Outlander PHEV,mitsubishi-outlander-phev
Mitsubishi,Outlander Sport,,True,Mitsubishi Outlander Sport,mitsubishi-outlander-sport
Mitsubishi,Precis,,True,Mitsubishi Precis,mitsubishi-precis
Mitsubishi,Raider Double Cab,,True,Mitsubishi Raider Double Cab,mitsubishi-raider-double-cab
Mitsubishi,Raider Extended Cab,,True,Mitsubishi Raider Extended Cab,mitsubishi-raider-extended-cab
Mitsubishi,i-MiEV,,True,Mitsubishi i-MiEV,mitsubishi-i-miev
Nissan,200SX,,True,Nissan 200SX,nissan-200sx
Nissan,240SX,,True,Nissan 240SX,nissan-240sx
Nissan,300ZX,,True,Nissan 300ZX,nissan-300zx
Nissan,350Z,,True,Nissan 350Z,nissan-350z
Nissan,370Z,,True,Nissan 370Z,nissan-370z
Nissan,400Z,,True,Nissan 400Z,nissan-400z
